,Unnamed: 0.1,Unnamed: 0,comment,sentimen
1538,1538,1538,ur mom,neutral
1539,1539,1539,heartwarming,neutral
1540,1540,1540,it just hit me that child will learn english swedish italian and japanese as he is growing up pretty cool,positive
1541,1541,1541,bjrn is gonna be so smart growing up hearing speaking 4 languages from a baby,positive
1542,1542,1542,he sounds like hes reviewing a game when he talks about how his kid is doing lol,positive
1543,1543,1543,kids arent contenthe isnt even old enough to consent to being filmed to millions of people most of which have bad intentions,negative
1544,1544,1544,bro literally called someone the n word on twitch then ran away to japan what a coward,neutral
1545,1545,1545,bjrn is such a beautiful baby i am so happy for you both you are such a good dad thank you for sharing this videos with us,positive
1546,1546,1546,hol a fasyomba van a baba ember4444 1132,neutral
1547,1547,1547,this little man is gonna be fluent in 4 languages,negative
1548,1548,1548,dont let that vegan teacher find out you have a kid she will go after him why is he not vegan,neutral
1549,1549,1549,i can just imagine bjorn growing up speaking japanese swedish and italian also he is definitely going to become gorgeous and make all the japanese girls swoon for him,positive
1550,1550,1550,pewds playing mafia music on his vlog made me feel like i was about to be swimming with the fishes for not watching this video when in came out,neutral
1551,1551,1551,pewds playing mafia music on his vlog made me feel like i was about to be swimming with the fishes for not watching this video when in came out,neutral
1552,1552,1552,thank,neutral
1553,1553,1553,marzia is soo cute cant help but love her everytiiime,positive
1554,1554,1554,pewdiepie still recognizing ib made me oddly happy,positive
1555,1555,1555,mannnnn i love pewds and to see him grow with marzia makes me so happy mannnnn from the slenderman solos to this good job pewds keep growing legend3,positive
1556,1556,1556,can you make minecraft videos again,neutral
1557,1557,1557,ive been watching you since the beginnings of friday with pewdiepie i was always a different kid had some issues with my parents kinda fell into a deep depression since 5th grade  age 21 a lot happened between those details im 24 now i feel like i grew up with you bc you were my everyday watch i live in nh usa watching you was definitely a life exploring experience i had a lot of very emotional nights but idk your videos of you screaming super loud and laughing always made me happy my dad overdosed in april 15th 2018 and stopped watching all youtube i just spread his ashes 2 days ago than this video popped up saying posted 22 min ago it made me feel very proud of your accomplishments and mine yours at a higher social status but mine at a level i didnt think id live to see w ate to wish you and your family a long life and great happenings as always my dude bro fist,positive
1558,1558,1558,yall look so happy  its so lovely to have seen you all grow into such a beautiful family ,positive
1559,1559,1559,i love baby bjorn,positive
1560,1560,1560,this brings me so much happiness to see bjorn you dont understand,positive
1561,1561,1561,he even looks like a dad now ,neutral
1562,1562,1562,all i can rlly say is thank you for all these years on content keep it up bjorn bouta take ur job btw we dont like felix anymore,neutral
1563,1563,1563,are you raising him in english swedish or italian japanese so many options ,positive
1564,1564,1564,i didnt think i could a simple video of a happy family this much much love to the pewds family ,positive
1565,1565,1565,622 ya rabotayu menya zovut biorn      im working my name is bjorn,neutral
1566,1566,1566,is it me or did my nigga change,neutral
1567,1567,1567,724 hahahahaha,positive
1568,1568,1568,  ,neutral
1569,1569,1569,more of mrfrog,positive
1570,1570,1570,damn your a family vlogger now thats crazy just dont go daddy of five on us,negative
1571,1571,1571,pewdiepie such a nice guy spending a day with an average fan ,positive
1572,1572,1572,i just aaaaaawwwwwwwww the whole video jahjahj so lovely  so happy for both of you big hugs for bjorn,positive
1573,1573,1573,men are nothing compared to women marzia is looking after the baby dogs pewds editing vlogs going on outings maintaining her beautiful body through pregnancy making the home and presenting herself in great outfits she is super human,positive
1574,1574,1574,wtf you look like jeffrey dahmer with these glasses on,negative
1575,1575,1575,this is so cute im so happy they all seem happy and healthy ,positive
1576,1576,1576,pewdadpie,neutral
1577,1577,1577,,neutral
1578,1578,1578,is this the most popular internet baby,positive
1579,1579,1579,did you teach it the nick gurr word yet,neutral
1580,1580,1580,youre such a wonderful dad god bless your wonderful family ,positive
1581,1581,1581,very nice babe  is most perfect  i love you much muchand more ,positive
1582,1582,1582,congrats,neutral
1583,1583,1583,if youre happy im happy,positive
1584,1584,1584,he shifted to japan why,neutral
1585,1585,1585,thank you for sharing this video was so nice ,positive
1586,1586,1586,bjorn looks like hed like to vlog but cant talk and hes trying sooo hard ,negative
1587,1587,1587,this video really tugs the heart strings because i remember the pewds that introduced us to marzia with his video playing guitar for her  what a beautiful family god bless,positive
1588,1588,1588,can i pet ur baby,neutral
1589,1589,1589,this is too adorable i canttt,positive
1590,1590,1590,bjorn is gonna be at least quadlingual with swedish italian english and japanese,negative
1591,1591,1591,another reason why abortion is bad and letting babies live is good very good,positive
1592,1592,1592,it is quite nice seeing the content changing based on how your life has changed felix if you focus on different things it makes sense for the material to change and we continue to follow you and your family because you are a personable guy the same cannot be said for a number of other content creators that rely on outrage or shilling there is a limit to what outrage and shilling can provide in the longterm as it is wholesome life stuff is good for the soul of both the content creator and the people watching it,positive
1593,1593,1593,he is too cute hes such a smiley baby ,positive
1594,1594,1594,it was pewds who introduced me to ib along with mad father and the other 2d pixel art indie horror games  that made me take interest in them so thank you pewdiepie,negative
1595,1595,1595,i love these,positive
1596,1596,1596,i feel uncomfortable  seeing this felix is now broadcasting his childs life without consent monetizing his sons memories on youtube this is not right if this person wants to be a important figure as an adult like a president or an important figure like that it wont be possible for him this should not be allowed a childs integrity should be respected good bye pewds,positive
1597,1597,1597,you two constructed that lil baby quite nicely if i do say so myself,positive
1598,1598,1598,head south,neutral
1599,1599,1599,bjorn loves his dad so much such a cute and smiley baby,positive
1600,1600,1600,felix is explaining bjorns stages like the game got a sick update  ya like a simulator but shits way more interactive after launch,negative
1601,1601,1601,weve come a long way bois from seeing a swedish boy meeting an italian girl to them starting a family together its enough to make a grown man cry,negative
1602,1602,1602,pewds living it,neutral
1603,1603,1603,felix should talk to joe biden  then he could say he has talked to someone who has said thuh ,neutral
1604,1604,1604,make sure not to call him a nword because your not o a bridge,positive
1605,1605,1605,hes already growing quite fast,positive
1606,1606,1606,seeing pewdiepie talk about ib in 2023 makes me so happy,positive
1607,1607,1607,how the baby works,neutral
1608,1608,1608,this made me actually cry of joy this is just soo cute,positive
1609,1609,1609,first time parent here newborn stage sucks my kid is 29 years old and its so fun now that he can communicate and even joke ive been pranked so many times,positive
1610,1610,1610,i always thought the first two months were hard but then once they start walking around and putting your stuff in the toilet and drawing on the walls it starts to get crazy ,negative
1611,1611,1611,its not september though,neutral
1612,1612,1612,i forgot about this video two days ago and now im so glad its here when i need cheering up thank you for still uploading,positive
1613,1613,1613,theres so so much love in this family i love every minute of this content,positive
1614,1614,1614,blunova said she dont care about you,neutral
1615,1615,1615,bjorn having a poo post credits,neutral
1616,1616,1616,1208 his tongue is milk color  so cute,positive
1617,1617,1617,omg i remember ib i was here  it was soo good i think it is amazing even for today,positive
1618,1618,1618,dont care what poeple say but bro chenged for real i dont enjoy your videos anymore  thats the reason im unsubing but i really hope you enjoy your life with your love of your life and with your child,positive
1619,1619,1619,mommy and daddy the cutest potootieest bunch,neutral
1620,1620,1620,bjorn is going to be a multilingual superstar swedish italian english and japanese ,neutral
1621,1621,1621,bjrn its such a beautiful baby just to sweet to my heart and its just like you two smiley and cutte w,positive
1622,1622,1622,pewdiepie a good name for your next son would be the nameisaacpewdiepie be aware that the name isaac meanshe will laugh,positive
1623,1623,1623,my serotonin dose ,neutral
1624,1624,1624,why did he start the video with the music from fixa rummet,neutral
1625,1625,1625,ur living my dream life this is all i would want to be at my happiest,neutral
1626,1626,1626,cute,positive
1627,1627,1627,woah you got your son a tingle costume,neutral
1628,1628,1628,ive been on youtube since before pewdipie even joined crazy to watch his whole journey and see him get to this point in life thanks for sharing felix ,negative
1629,1629,1629,hey felix i dont know if you will read this but you are living the dream and you deserve every bit of itmay u never see burden in ur life ever again ,neutral
1630,1630,1630,man this is so beautiful,positive
1631,1631,1631,will we be more hyped for bjorns first word or bjorns first bro fist,positive
1632,1632,1632, ,neutral
1633,1633,1633,it does my heart so good to watch someone else realize the joys of fatherhood theres nothing better in the world than growing as a family with your wife 3,positive
1634,1634,1634,felix and family dont stop youtube stay for us,neutral
1635,1635,1635,cant believe this man screamed stephano and other nonsence years ago now he is a dadi hope bjorn sees your early videos you practicly already raised millions of 912 years olds of different generations xd felix and marzia were really my childhood,positive
1636,1636,1636,i just realize that 10 years pastwow,neutral
1637,1637,1637,anyone watching this thinking how empty and meaningless their life isit fills me with great warmth and joy watching these last pewds videos i feel like i took part in that life and i enjoy it with every single bit of my soul,positive
1638,1638,1638,hey we do not know each other but i would like to tell u that despite all the bad that you have done in your life god still loves you and wants you to be with him god all yoi must do is to trust in jesus like how he would trust in parachute when jumping out of a plane and you must be willing to turn from your wrong doings and do what is good 008,negative
1639,1639,1639,its so weird they advise you not to go outside i get not going anywhere crowded because of the immune system but just for walks for fresh air and for them to see the sun to get on a good circadian rhythm is so important isnt that a huge thing in sweden too people just leave their babies outside lol,positive
1640,1640,1640,pewdipie looks like such a dad now,neutral
1641,1641,1641,we love you bjrn,positive
1642,1642,1642,my man enjoying his life to the fullest after being a gamer its like seeing someone fought in a war for years and earned peace,positive
1643,1643,1643,i remember that one of the first videos i watched from pewdiepie was the ib playtrough great to know he still remembers,positive
1644,1644,1644,he loves his son so much its heartwarming,positive
1645,1645,1645,the amount of happiness i get  from ur videos is amazing editing on point its the best chill vibe ever and im amazed how loving father pewds is and their life seems like it was worth all the hardships they have gone through nothing but the best for the whole family 3,positive
1646,1646,1646,hh,neutral
1647,1647,1647,true pewty pie fans will like this comment,positive
1648,1648,1648,        ,neutral
1649,1649,1649,thank you for the bath felix ,neutral
1650,1650,1650,so precious,positive
1651,1651,1651,alrightbut what about the bridge,neutral
1652,1652,1652,bjorn gonna be a samurai warrior ,neutral
1653,1653,1653,bro wemt trend in few minutes,negative
1654,1654,1654,does anyone see that pewdepie looks like jeffery dahmer,neutral
1655,1655,1655,wow ive been gone from your channel for a minute i think since the last of us gameplay and mannn  i almost cried the growth is beautiful and im so happy to see you and marcia still thriving and with a little one congratulations to you and yours,positive
1656,1656,1656,,neutral
1657,1657,1657,bjrn is so cute,positive
1658,1658,1658,stopped watching you for a while pewds but congratulations really happy for you,positive
1659,1659,1659,this has to be some of my favourite content honestly and bjorn is such a happy boy its amazing seeing how much love you guys give,positive
1660,1660,1660,thanks now i want a baby ,positive
1661,1661,1661,i remember you playing ib it was good,positive
1662,1662,1662,aww that little squishy squish is so squishy cute smoosshshshh,positive
1663,1663,1663,338 they are from sweden living in japan watching dramas in korean lmao,positive
1664,1664,1664,i def see your father in you when you talk about ur son  he should be proud of you,positive
1665,1665,1665,bjorn is so cute ahhhhh my heart,positive
1666,1666,1666,bjorn is gonna the most multilingual kid in a few years,positive
1667,1667,1667,bro you finally beat tseries,neutral
1668,1668,1668,bro is gonna grow knowing 34 languages,neutral
1669,1669,1669,i realized this baby boy is gonna speak four languages soon the diplomat uniting the cultures,neutral
1670,1670,1670,bjorn is so adorable and looks like such a happy baby you can tell hes shovelled with love ,positive
1671,1671,1671,jesus christ is lord  i want the whole world to know  i pray that someone that would see this message would seek and find you lord  that you would reveal yourself to them in whatever way you see fit  i thank you for it in advance  i pray this in jesus name   amen,positive
1672,1672,1672,russian came out of nowhere i heard my language and i was shook great skills felix,positive
1673,1673,1673,cool,positive
1674,1674,1674,will u come back ,neutral
1675,1675,1675,pewdiepie single handedly reversing the declining birth rate by just making these heartwarming blogs,negative
1676,1676,1676,bjrn din pappa r pappa av youtube ocks,neutral
1677,1677,1677,15 years from now that baby gonna be scolding them parents for putting him in their videos xd,neutral
1678,1678,1678,man he is watched by 1 of his subscribers i mean if the number was 100k  it would be equal to 1k views its just crazy,negative
1679,1679,1679,           ,neutral
1680,1680,1680,why am i crying,negative
1681,1681,1681,dude thank you for talking about the newborn stage everyone told me it was the easiest and it was the hardest stage for me watching them become their own person is the coolest thing  and its so cool watching them learn literally everything lol so happy for you guys,positive
1682,1682,1682,where is the music in the intro from,neutral
1683,1683,1683,i loveeed watching pewdiepies ib lets plays and him getting excited of maybe seeing his credit to the popularity of the game seemed well deserved  cuz that game is fire love also how felix depeveloped through out the years since his sweden days,positive
1684,1684,1684,your little guy has the sweetest smileso precious one day you wont even be able to  remember what life was  like without bjorn youll see thank you for sharing him with all of his fans,positive
1685,1685,1685,india  you lose mrbeast  pewdiepie and pakistan  are your permanen father ,neutral
1686,1686,1686,i remember your ib playthrough i loved it,positive
1687,1687,1687,watching yall grow and be parents and seeing how much love you have for each other and the baby is so heartwarming ,positive
1688,1688,1688,happy family,positive
1689,1689,1689,i really happy for u and at the same time i really miss the old pewdiepie with a beard ,positive
1690,1690,1690,so happy 3,positive
1691,1691,1691,pewdiepie i dont know if you still care about being famous but i have ideas on how you can be more famous upload less freaquently so people are just waiting to see what you do next and make videos more interesting,positive
1692,1692,1692,pewdiepie and his new sidekick pewpiepants doing happy wheels for old times sakeand pewdz finally lands a front flip thats not a backflip sending pewpz flying into the goal line and doesnt yell outyoure a disgracehow times have changed,positive
1693,1693,1693,i just realized this baby is gonna know 4 languages he will be too powerful,positive
1694,1694,1694,i love how much warm and calm your videos are thank you ,positive
1695,1695,1695,damn patch 22 bjorn is lit cant wait for more,positive
1696,1696,1696,love ,positive
1697,1697,1697,congratulations pewds,neutral
1698,1698,1698,felix went from playing video games and screaming to a father that loves his family,neutral
1699,1699,1699,now remember bjorn you know what happens when you speak of the bridge,neutral
1700,1700,1700,so hhow many languages are they going to teach bjrn swedish italian english and japanese,positive
1701,1701,1701,happy for you all felix thanks for letting us stay a part of your adventures,positive
1702,1702,1702,now you can play happy wheels in real life,positive
1703,1703,1703,bro is living the dream,neutral
1704,1704,1704,marzia you look fabulous,positive
1705,1705,1705,bjorns first words are gonna be youve never played tuber simulator,positive
1706,1706,1706,ive been here since the beginning  how far youve come welcome to fatherhood be the best version of you for him,positive
1707,1707,1707,bjorn is very cute,positive
1708,1708,1708,aww felix amazing russian speaking skills wooow very impressed thank you 3,positive
1709,1709,1709,i havent watched this guy in like 5 years and i come back to find out he had sex inappropriate,neutral
1710,1710,1710,were not bros anymore were uncles,neutral
1711,1711,1711,heads up mr brest is going for 200m i know you can do this,neutral
1712,1712,1712,pewdiepie really does have it all a career that he loves that supports himfamily a loving wife thats been with him since day 1 and now a beautiful son pewds has it all super happy for them,positive
1713,1713,1713,why does pewds look younger ,neutral
1714,1714,1714,hes so cute  im so happy for you two,positive
1715,1715,1715,do a frontflip so many memories comes to my mind xd,positive
1716,1716,1716,djorno is so so cute ,positive
1717,1717,1717,its his turn to brofist at the end of the vlogs,neutral
1718,1718,1718,this is what all millionaires people who made it in life should do just chill relax enjoy and do what you like ,positive
1719,1719,1719,cute baby very beautiful smile ,positive
1720,1720,1720,this is so wholesome,neutral
1721,1721,1721,your son is absolutely handsome yall are doing great,positive
1722,1722,1722,shibuya incident  1158,neutral
1723,1723,1723,bjrn will be walking around at 7 years old speaking italian english swedish and japanese,positive
1724,1724,1724,pewdiepie be carefull this feels too familiar its like plot twist is going to happen,positive
1725,1725,1725,1158 shibuya incident ,neutral
1726,1726,1726,so bjorn gonna know at least english swedish italian and japanese,negative
1727,1727,1727,honestly how time really flies it felt like it was yesterday he was building a giant meatball with sven,positive
1728,1728,1728,bjorn is so beautiful,positive
1729,1729,1729,bjorn making a deposit in that last clip,neutral
1730,1730,1730,pure joy  thanks for the vlog felix and marzia and for sharing bjrn with us much love hope yall have a great autumn in japan,positive
1731,1731,1731,i love his bro fist 1212,positive
1732,1732,1732,goofy guy making youtube videos in sweden ends up a millionaire raising a family in japan dont be afraid to chase your dreams bros,negative
1733,1733,1733,son of father of internet,neutral
1734,1734,1734,bjorn is te cuuuuuutest,neutral
1735,1735,1735,pewdiebae,neutral
1736,1736,1736,im so happy to see that your still with martsziaa i havent watched your videos in years,positive
1737,1737,1737,he is super cute ,positive
1738,1738,1738,nothing makes me happier than seeing felix and marzia life with bjorn ,neutral
1739,1739,1739,these guys excudes such a positive energy that they trends to lift everyones spirits,positive
1740,1740,1740,great job bro 49 on trending as well we want more of bjrn,positive
1741,1741,1741,so wholesome,neutral
1742,1742,1742,mom  dads lore gonna be fucking mind blowing,negative
1743,1743,1743,congratulations beautiful little bundle  so happy for you both  puppy training is going well i hope  good to see you all so happy,positive
1744,1744,1744,prepare for sleep regresion faze  we went thru it few days ago it lasted for 3weeks but baby learned so much ,neutral
1745,1745,1745,why does your vlog videos with bjorn always make me cry,neutral
1746,1746,1746,dad my first hero my forever friend ,positive
1747,1747,1747,awesome  thank you for sharing pewds  marzia as a mom of 2 im so proud of you pewds to help out with baby bjorn so much many guys dont unfortunately i hope marzia is healing well  im so happy you guys have prioritized having a sitter sometimes for you 2 to go  get some mental health time together so important  you guys are going to be great parents proud of you and baby bjorn ,positive
1748,1748,1748,turning into a family vlog channel  ,neutral
1749,1749,1749,ghh,neutral
1750,1750,1750,bro one request ik you wont do it but still i felt like mentioning it please please please dont document his whole life on yt but occasional vlogs are fine because the worst thing you can give to a child is fame,negative
1751,1751,1751,having money must make thinks so much easier and enjoyable i just feel like adam sandlers big daddy,positive
1752,1752,1752,felix just lookd so tired gl man,negative
1753,1753,1753,can you say that againi dont speak baby  lol,positive
1754,1754,1754,my kids 10 months rn hes the best,positive
1755,1755,1755,living the dream life,neutral
1756,1756,1756,bebe bjorn cuteness beyond,neutral
1757,1757,1757,i love seeing marzia  i totally respect her choices for what when and how she shows up online  i feel so spoiled that we get her editing these videos and little glimpses enjoy this wonderful time in your guys life,positive
1758,1758,1758,omg felix speaks russian so well ,neutral
1759,1759,1759,the fact we all grew up with felix its a weird feeling seeing him grow so much too from the gamer screaming at barrels to the man that has it all proud of him fr,positive
1760,1760,1760,seeing marzia and felix enjoy each other and do fun things is so heartwarming and seeing how much they love bjorn is so beautiful,positive
1761,1761,1761,im so happy for you felix  you and your family deserve this beautiful life,positive
1762,1762,1762,good,positive
1763,1763,1763,pew die pie  is a god  blue eye aryan,neutral
1764,1764,1764,that was the most feel good vlog ive ever seen the title of the video the peace content and happiness that felix achieved is immeasurable he has come so far and worked so hard now hes blessed with a beautiful and loving wife and the cutest freaking baby ive ever seen he deserves all of this and more sending you love 3,positive
1765,1765,1765,distinct difference between living in japan and korea or chinese cityis there any distinct difference between living in japan and korea or chinese cityby the way i recommend to go to tokyo dome city in night because night veiw is beautiful,positive
1766,1766,1766,not pewdiepie game rating his baby ,negative
1767,1767,1767,pewds should read quran its a very motivating book,positive
1768,1768,1768,,neutral
1769,1769,1769,will he teach italian or swedish,neutral
1770,1770,1770,vi a thumb do vdeo e achei que fosse o brksedu,neutral
1771,1771,1771,47,neutral
1772,1772,1772,if you ever get sick of wearing glassescontacts you should get lasik in japan theres a place called shinagawa lasik in ginza thats amazing and surprisingly cheap plus the translator is the nicest dude around,positive
1773,1773,1773,it feels so bizarre to think that pewds was one of the first youtubers i had watched now hes made a life for himself in japan with marzia and bjorn the fun swede screaming at stephano to the humble father of a happy family,positive
1774,1774,1774,as you can see he has evolved from a man to a god,neutral
1775,1775,1775,i smiled all the way through the video so freaking cute,positive
1776,1776,1776,old marziapan here loved hearing and seeing marzia more in this vlog bring back marzia,positive
1777,1777,1777,im so happy for you pewdie and marzia  i really grew up watching you and now youre a dad ,positive
1778,1778,1778,konichiwa fatherbjrn if he could talk probably,neutral
1779,1779,1779,just think someone got isukaied and was born into the most fun family in all of the world,positive
1780,1780,1780,to have grown up with pewdiepie and to see felix as a husband and a father is so incredible and inspiring as i am too having a son next year time flies man,positive
1781,1781,1781,damn dantdm has a  kid now and so does pewds,neutral
1782,1782,1782,in the future would bjorn go to an international school or a japanese school in tokyo,neutral
1783,1783,1783,wow did bjrns eye color already settle usually it can take a bit longer but he looks like a blue eyed boy,negative
1784,1784,1784,seeing them as parents is so heartwarming and they love being parents you can tell bless your family,positive
1785,1785,1785,hopefully bjorn is not watching cocomelon,neutral
1786,1786,1786,he is tooooooooooo cute ,positive
1787,1787,1787,wish you the best felix,positive
1788,1788,1788,bro just reviewed having a baby at min 13 or smth dude lmao its your son its not about the fun xd,positive
1789,1789,1789,cool,positive
1790,1790,1790,im curious about what languages bjorn is gonna speak italian english swedish and japanese,negative
1791,1791,1791,thats cute,positive
1792,1792,1792,it doesnt matter how wealthy you are it doesnt matter who you are or where you come from your childs love is the best thing about lifenothing is better than my daughter smiling or laughing at me nothing makes me happy like that does having children is beautiful,positive
1793,1793,1793,       so cute,positive
1794,1794,1794,,neutral
1795,1795,1795,i became a father in 2022 and my life changed drastically for the best then 2023 pewdiepie becomes a dad and is on the same pathcool to seeive never been this happy,positive
1796,1796,1796,from pewdiepie to pewdaddiepie a wholesome journey ,neutral
1797,1797,1797,,neutral
1798,1798,1798,those lil eyes are so pretty ,positive
1799,1799,1799,200,neutral
1800,1800,1800,,neutral
1801,1801,1801,please tell me,neutral
1802,1802,1802,how are all friends,neutral
1803,1803,1803,,neutral
1804,1804,1804,love  from lahore pakistan,positive
1805,1805,1805,its so cool seeing you guys progress as new parents while i do the same that being said around 4 months watch out for sleep regression it can be tough for us it was tougher than the first two months great job guys,positive
1806,1806,1806,bjorn trying to poo face at the very end ,positive
1807,1807,1807,443 best nap a man can have,positive
1808,1808,1808,bjorn got good hair cause my nephew is 7 months and has so few hairs,positive
1809,1809,1809,wholesome level has maxed,neutral
1810,1810,1810,i wonder if they will teach bjrn swedish and italian as well as english and japanese would be crazy,negative
1811,1811,1811,the ib callback wooooow,neutral
1812,1812,1812,,neutral
1813,1813,1813,from holding a virtual chair to holding a real baby thats so beautiful in the strangest way,positive
1814,1814,1814,i thought the head south came from my phone and i was so confused for a second lol,positive
1815,1815,1815,i love pewds,positive
1816,1816,1816,so is there thank you pewdiepie in ib exhibition,neutral
1817,1817,1817,what a time to be alive,positive
1818,1818,1818,you are living at the best ,positive
1819,1819,1819,that baby is going to learn english italian swedish  japanese,neutral
1820,1820,1820,bro imagine this your channel passes down to your son  that will be like so awesome,positive
1821,1821,1821,i just noticed which language will the baby be learning english swedish or japanese or maybe all 3 of them,neutral
1822,1822,1822,bros be so happy until they realized that pewdiepie is not anglo  cmon xqc your turn,positive
1823,1823,1823,bjorn is so cute ,positive
1824,1824,1824,honestly this is the age babies get to when i start to get broody ,positive
1825,1825,1825,someday all of this will be yours bjorn is fax fr,neutral
1826,1826,1826,i remember when my brother was this littlesavor every moment it goes by fast,positive
1827,1827,1827,thats the life,neutral
1828,1828,1828,these vlogs are the most adorable thing on earth ,positive
1829,1829,1829,vilket sprk r det tnk att bjrn ska prata,neutral
1830,1830,1830,     ,neutral
1831,1831,1831,after a long summer autumn has finally arrived in japan i am glad to hear that you are doing well,positive
1832,1832,1832,,neutral
1833,1833,1833,bjorn kjellbergfuture space marine under the name bjorn stormwolf,neutral
1834,1834,1834,im in japan hope bjorne doesnt find the bridge video,neutral
1835,1835,1835,your child is really cute,positive
1836,1836,1836,bjorn is going to have the wildest accent ever lol,positive
1837,1837,1837,i love the baby,positive
1838,1838,1838,bjorndiepie,neutral
1839,1839,1839,t series is destroying you bro,negative
1840,1840,1840,,neutral
1841,1841,1841,bjorn ur so cutie,neutral
1842,1842,1842,its so amazing seeing you and marzi married and you guys have a kid now i used go watch your videos everyday when i was younger and even though i dont really anymore im so incredibly happy for you and marzia and i know you both are going to be amazing parents,positive
1843,1843,1843,this is so adorableeeeee aaaaa ,neutral
1844,1844,1844,havent watched pewds in a while but its beautiful watching him chase his dreams so many youtubers are just recycling their lets plays years later catering to the same audience while pewds channel has matured with his audience all to say damn him hes living my dream ,positive
1845,1845,1845,he face he made at the train  he is so adorable omg,positive
1846,1846,1846,that one part when theyre skating reminds me so much of that silly swedish youtuber that does things in fridays,negative
1847,1847,1847,i love pewds hes one of the few og tubers that has never changed,positive
1848,1848,1848,cutiiiieeee,neutral
1849,1849,1849,so lovely to see felix and marzia as parents,positive
1850,1850,1850,these edits makes it feel like marzia never retired so happy we get to see this little family live their peaceful life thank you for sharing marzia and felix ,positive
1851,1851,1851,3,neutral
1852,1852,1852,congratz on the bjorn progress,neutral
1853,1853,1853,ty for the shoutout,neutral
1854,1854,1854,bjorn the next pweds just gonna wait for the kid grow maybe hell be next face of gaming someday,neutral
1855,1855,1855,bjrn is really beautiful,positive
1856,1856,1856,ok yep this is a good place to stop internetting until tomorrow before i end up in the weird part of afterdark youtube again,positive
1857,1857,1857,444 that was so damn cute ,positive
1858,1858,1858,that kid has the coolest parents,neutral
1859,1859,1859,congrats on being a father,neutral
1860,1860,1860,vay feridun abim vay tek framede tanidim erifi,neutral
1861,1861,1861,bjorn is a beautiful baby,positive
1862,1862,1862,,neutral
1863,1863,1863,622 wow that russian caught me off guard,positive
1864,1864,1864,bjornss new patch update 12 more interactive new personality available ,positive
1865,1865,1865,i wonder what your kids first language will be ,positive
1866,1866,1866,motherhood suits marzia so well shes absolutely stunning im gna cry,positive
1867,1867,1867,bro got the good ending ,positive
1868,1868,1868,the babys frown at around 157  my baby was just born recently all tho she is a premie by 2 months she a fighter cant wait for my baby to give me all the expressions,neutral
1869,1869,1869,felix at the end talking about bjorn like a game getting dlc and mods added to it with new features and interactions,negative
1870,1870,1870,bjorn was born,neutral
1871,1871,1871,the happiest baby ive ever seen you two are going to be great parents 3,positive
1872,1872,1872,the youtube family of the decade,neutral
1873,1873,1873,i love how bjorn growing up will be a indicator of time passing like when he reaches 1 years old thats gonna be weird,positive
1874,1874,1874,best vlogger in youtube,positive
1875,1875,1875,pewds probably went to jp to avoid being too famous just slightly famous,positive
1876,1876,1876,damn felix you are a serious guy now  anyway  have fun in japan,negative
1877,1877,1877,marizaaaa,neutral
1878,1878,1878,this is so precious ,positive
1879,1879,1879,   ,neutral
1880,1880,1880,,neutral
1881,1881,1881,you are all grown up pew,neutral
1882,1882,1882,620      im so glad to hear that you still remember some russian ,positive
1883,1883,1883,yoo pewd its been a long time bro i miss you i hope your son is doin well,negative
1884,1884,1884,how do u 2 have time to go out with ur infant baby n have fun in arcade xddid they drop baby in baby care,positive
1885,1885,1885,so beautiful love your gorgeous family and puggos ,positive
1886,1886,1886,felix is really just living the life,positive
1887,1887,1887,            ,neutral
1888,1888,1888,t series streak is 1500 days pewdiepies streak is 1800 days like n1  mrbeast can save pewds record as n1 channel record time holder if he surpasses tseries in 300 days,neutral
1889,1889,1889,aww baby bro bjorn is so adorable ,positive
1890,1890,1890,felix looks rich rich now,positive
1891,1891,1891,       ,neutral
1892,1892,1892,it is so wholesome pewds,neutral
1893,1893,1893,ten years ago we were watching pewds growing for the next ten years were gonna watch bjorn growing what a life,neutral
1894,1894,1894,xyesos,neutral
1895,1895,1895,my heart fills with joy seeing these vlogs of felix and family so happy and chill,positive
1896,1896,1896,,neutral
1897,1897,1897,so happy for u  make another bebe you guys make cute babies,positive
1898,1898,1898,we all know how you got that baby,neutral
1899,1899,1899,man i wish i could go to japan ,neutral
1900,1900,1900,lmao its already snowing here in canada,positive
1901,1901,1901,nice,positive
1902,1902,1902,when do you think bjorn will rise to defeat you in one on one combat important fatherson canon event,positive
1903,1903,1903,tseries became your dad,neutral
1904,1904,1904,someday all of this will be yours my heart melted bro ,neutral
1905,1905,1905,5,neutral
1906,1906,1906,why does this channel look likes dead,negative
1907,1907,1907,0440 this isint earth,neutral
1908,1908,1908,baby kuma,neutral
1909,1909,1909,im having cuteness aggression bjorn is the cutest,neutral
1910,1910,1910,hi,neutral
1911,1911,1911,there was something so serene and beautiful abt the cut at the beach with felix sleeping with bjorn sleeping on top of him 445,positive
1912,1912,1912,that kid will be the default populer kid becouse its in the factory settings,neutral
1913,1913,1913,men,neutral
1914,1914,1914,hee hee,neutral
1915,1915,1915,its so insane how every baby looks like their father for the first few years,negative
1916,1916,1916,623 very nice russian language right there,positive
1917,1917,1917,why pewdiepie is stuck at 111m subs,neutral
1918,1918,1918,its so nice watching u guys i love bjorn so cutee,positive
1919,1919,1919,now this is a good healthy and happy life they livebetter than any influencer and their mansion,positive
1920,1920,1920,danke fr den shoutout,neutral
